pos,depth
10514,0
10515,0
10516,0
10517,0
10518,0
10519,0
10520,0
10521,0
10522,0
10523,0
10524,0
10525,0
10526,0
10527,0
10528,0
10529,0
10530,0
10531,0
10532,0
10533,0
10534,0
10535,0
10536,0
10537,0
10538,0
10539,0
10540,0
10541,0
10542,0
10543,0
10544,0
10545,0
10546,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,0
10553,0
10554,0
10555,0
10556,0
10557,0
10558,0
10559,0
10560,0
10561,0
10562,0
10563,0
10564,0
10565,0
10566,0
10567,0
10568,0
10569,0
10570,0
10571,0
10572,0
10573,0
10574,0
10575,0
10576,0
10577,0
10578,0
10579,0
10580,0
10581,0
10582,0
10583,0
10584,0
10585,0
10586,0
10587,0
10588,0
10589,0
10590,0
10591,0
10592,0
10593,0
10594,0
10595,0
10596,0
10597,0
10598,0
10599,0
10600,0
10601,0
10602,0
10603,0
10604,0
10605,0
10606,0
10607,0
10608,0
10609,0
10610,0
10611,0
10612,0
10613,0
10614,0
10615,0
10616,0
10617,0
10618,0
10619,0
10620,0
10621,0
10622,0
10623,0
10624,0
10625,0
10626,0
10627,0
10628,0
10629,0
10630,0
10631,0
10632,0
10633,0
10634,0
10635,0
10636,0
10637,0
10638,0
10639,0
10640,0
10641,0
10642,0
10643,0
10644,0
10645,0
10646,0
10647,0
10648,0
10649,0
10650,0
10651,0
10652,0
10653,0
10654,0
10655,0
10656,0
10657,0
10658,0
10659,0
10660,0
10661,0
10662,0
10663,0
10664,0
10665,0
10666,0
10667,0
10668,0
10669,0
10670,0
10671,0
10672,0
10673,0
10674,0
10675,0
10676,0
10677,0
10678,0
10679,0
10680,0
10681,0
10682,0
10683,0
10684,0
10685,0
10686,0
10687,0
10688,0
10689,0
10690,0
10691,0
10692,0
10693,0
10694,0
10695,0
10696,0
10697,0
10698,0
10699,0
10700,0
10701,0
10702,0
10703,0
10704,0
10705,0
10706,0
10707,0
10708,0
10709,0
10710,0
10711,0
10712,0
10713,0
10714,0
10715,0
10716,0
10717,0
10718,0
10719,0
10720,0
10721,0
10722,0
10723,0
10724,0
10725,0
10726,0
10727,0
10728,0
10729,0
10730,0
10731,0
10732,0
10733,0
10734,0
10735,0
10736,0
10737,0
10738,0
10739,0
10740,0
10741,0
10742,0
10743,0
10744,0
10745,0
10746,0
10747,0
10748,0
10749,0
10750,0
10751,0
10752,0
10753,0
10754,0
10755,0
10756,0
10757,0
10758,0
10759,0
10760,0
10761,0
10762,0
10763,0
10764,0
10765,0
10766,0
10767,0
10768,0
10769,0
10770,0
10771,0
10772,0
10773,0
10774,0
10775,0
10776,0
10777,0
10778,0
10779,0
10780,0
10781,0
10782,0
10783,0
10784,0
10785,0
10786,0
10787,0
10788,0
10789,0
10790,0
10791,0
10792,0
10793,0
10794,0
10795,0
10796,0
10797,0
10798,0
10799,0
10800,0
10801,0
10802,0
10803,0
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10810,0
10811,0
10812,0
10813,0
10814,0
10815,0
10816,0
10817,0
10818,0
10819,0
10820,0
10821,0
10822,0
10823,0
10824,0
10825,0
10826,0
10827,0
10828,0
10829,0
10830,0
10831,0
10832,0
10833,0
10834,0
10835,0
10836,0
10837,0
10838,0
10839,0
10840,0
10841,0
10842,0
10843,0
10844,0
10845,0
10846,0
10847,0
10848,0
10849,0
10850,0
10851,0
10852,0
10853,0
10854,0
10855,0
10856,0
10857,0
10858,0
10859,0
10860,0
10861,0
10862,0
10863,0
10864,0
10865,0
10866,0
10867,0
10868,0
10869,0
10870,0
10871,0
10872,0
10873,0
10874,0
10875,0
10876,0
10877,0
10878,0
10879,0
10880,0
10881,0
10882,0
10883,0
10884,0
10885,0
10886,0
10887,0
10888,0
10889,0
10890,0
10891,0
10892,0
10893,0
10894,0
10895,0
10896,0
10897,0
10898,0
10899,0
10900,0
10901,0
10902,0
10903,0
10904,0
10905,0
10906,0
10907,0
10908,0
10909,0
10910,0
10911,0
10912,0
10913,0
10914,0
10915,0
10916,0
10917,0
10918,0
10919,0
10920,0
10921,0
10922,0
10923,0
10924,0
10925,0
10926,0
10927,0
10928,0
10929,0
10930,0
10931,0
10932,0
10933,0
10934,0
10935,0
10936,0
10937,0
10938,0
10939,0
10940,0
10941,0
10942,0
10943,0
10944,0
10945,0
10946,0
10947,0
10948,0
10949,0
10950,0
10951,0
10952,0
10953,0
10954,0
10955,0
10956,0
10957,0
10958,0
10959,0
10960,0
10961,0
10962,0
10963,0
10964,0
10965,0
10966,0
10967,0
10968,0
10969,0
10970,0
10971,0
10972,0
10973,0
10974,0
10975,0
10976,0
10977,0
10978,0
10979,0
10980,0
10981,0
10982,0
10983,0
10984,0
10985,0
10986,0
10987,0
10988,0
10989,0
10990,0
10991,0
10992,0
10993,0
10994,0
10995,0
10996,0
10997,0
10998,0
10999,0
11000,0
11001,0
11002,0
11003,0
11004,0
11005,0
11006,0
11007,0
11008,0
11009,0
11010,0
11011,0
11012,0
11013,0
11014,0
11015,0
11016,0
11017,0
11018,0
11019,0
11020,0
11021,0
11022,0
11023,0
11024,0
11025,0
11026,0
11027,0
11028,0
11029,0
11030,0
11031,0
11032,0
11033,0
11034,0
11035,0
11036,0
11037,0
11038,0
11039,0
11040,0
11041,0
11042,0
11043,0
11044,0
11045,0
11046,0
11047,0
11048,0
11049,0
11050,0
11051,0
11052,0
11053,0
11054,0
11055,0
11056,0
11057,0
11058,0
11059,0
11060,0
11061,0
11062,0
11063,0
11064,0
11065,0
11066,0
11067,0
11068,0
11069,0
11070,0
11071,0
11072,0
11073,0
11074,0
11075,0
11076,0
11077,0
11078,0
11079,0
11080,0
11081,0
11082,0
11083,0
11084,0
11085,0
11086,0
11087,0
11088,0
11089,0
11090,0
11091,0
11092,0
11093,0
11094,0
11095,0
11096,0
11097,0
11098,0
11099,0
11100,0
11101,0
11102,0
11103,0
11104,0
11105,0
11106,0
11107,0
11108,0
11109,0
11110,0
11111,0
11112,0
11113,0
11114,0
11115,0
11116,0
11117,0
11118,0
11119,0
11120,0
11121,0
11122,0
11123,0
11124,0
11125,0
11126,0
11127,0
11128,0
11129,0
11130,0
11131,0
11132,0
11133,0
11134,0
11135,0
11136,0
11137,0
11138,0
11139,0
11140,0
11141,0
11142,0
11143,0
11144,0
11145,0
11146,0
11147,0
11148,0
11149,0
11150,0
11151,0
11152,0
11153,0
11154,0
11155,0
11156,0
11157,0
11158,0
11159,0
11160,0
11161,0
11162,0
11163,0
11164,0
11165,0
11166,0
11167,0
11168,0
11169,0
11170,0
11171,0
11172,0
11173,0
11174,0
11175,0
11176,0
11177,0
11178,0
11179,0
11180,0
11181,0
11182,0
11183,0
11184,0
11185,0
11186,0
11187,0
11188,0
11189,0
11190,0
11191,0
11192,0
11193,0
11194,0
11195,0
11196,0
11197,0
11198,0
11199,0
11200,0
11201,0
11202,0
11203,0
11204,0
11205,0
11206,0
11207,0
11208,0
11209,0
11210,0
11211,0
11212,0
11213,0
11214,0
11215,0
11216,0
11217,0
11218,0
11219,0
11220,0
11221,0
11222,0
11223,0
11224,0
11225,0
11226,0
11227,0
11228,0
11229,0
11230,0
11231,0
11232,0
11233,0
11234,0
11235,0
11236,0
11237,0
11238,0
11239,0
11240,0
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,0
11248,0
11249,0
11250,0
11251,0
11252,0
11253,0
11254,0
11255,0
11256,0
11257,0
11258,0
11259,0
11260,0
11261,0
11262,0
11263,0
11264,0
11265,0
11266,0
11267,0
11268,0
11269,0
11270,0
11271,0
11272,0
11273,0
11274,0
11275,0
11276,0
11277,0
11278,0
11279,0
11280,0
11281,0
11282,0
11283,0
11284,0
11285,0
11286,0
11287,0
11288,0
11289,0
11290,0
11291,0
11292,0
11293,0
11294,0
11295,0
11296,0
11297,0
11298,0
11299,0
11300,0
11301,0
11302,0
11303,0
11304,0
11305,0
11306,0
11307,0
11308,0
11309,0
11310,0
11311,0
11312,0
11313,0
11314,0
11315,0
11316,0
11317,0
11318,0
11319,0
11320,0
11321,0
11322,0
11323,0
11324,0
11325,0
11326,0
11327,0
11328,0
11329,0
11330,0
11331,0
11332,0
11333,0
11334,0
11335,0
11336,0
11337,0
11338,0
11339,0
11340,0
11341,0
11342,0
11343,0
11344,0
11345,0
11346,0
11347,0
11348,0
11349,0
11350,0
11351,0
11352,0
11353,0
11354,0
11355,0
11356,0
11357,0
11358,0
11359,0
11360,0
11361,0
11362,0
11363,0
11364,0
11365,0
11366,0
11367,0
11368,0
11369,0
11370,0
11371,0
11372,0
11373,0
11374,0
11375,0
11376,0
11377,0
11378,0
11379,0
11380,0
11381,0
11382,0
11383,0
11384,0
11385,0
11386,0
11387,0
11388,0
11389,0
11390,0
11391,0
11392,0
11393,0
11394,0
11395,0
11396,0
11397,0
11398,0
11399,0
11400,0
11401,0
11402,0
11403,0
11404,0
11405,0
11406,0
11407,0
11408,0
11409,0
11410,0
11411,0
11412,0
11413,0
11414,0
11415,0
11416,0
11417,0
11418,0
11419,0
11420,0
11421,0
11422,0
11423,0
11424,0
11425,0
11426,0
11427,0
11428,0
11429,0
11430,0
11431,0
11432,0
11433,0
11434,0
11435,0
11436,0
11437,0
11438,0
11439,0
11440,0
11441,0
11442,0
11443,0
11444,0
11445,0
11446,0
11447,0
11448,0
11449,0
11450,0
11451,0
11452,0
11453,0
11454,0
11455,0
11456,0
11457,0
11458,0
11459,0
11460,0
11461,0
11462,0
11463,0
11464,0
11465,0
11466,0
11467,0
11468,0
11469,0
11470,0
11471,0
11472,0
11473,0
11474,0
11475,0
11476,0
11477,0
11478,0
11479,0
11480,0
11481,0
11482,0
11483,0
11484,0
11485,0
11486,0
11487,0
11488,0
11489,0
11490,0
11491,0
11492,0
11493,0
11494,0
11495,0
11496,0
11497,0
11498,0
11499,0
11500,0
11501,0
11502,0
11503,0
11504,0
11505,0
11506,0
11507,0
11508,0
11509,0
11510,0
11511,0
11512,0
11513,0
11514,0
11515,0
11516,0
11517,0
11518,0
11519,0
11520,0
11521,0
11522,0
11523,0
11524,0
11525,0
11526,0
11527,0
11528,0
11529,0
11530,0
11531,0
11532,0
11533,0
11534,0
11535,0
11536,0
11537,0
11538,0
11539,0
11540,0
11541,0
11542,0
11543,0
11544,0
11545,0
11546,0
11547,0
11548,0
11549,0
11550,0
11551,0
11552,0
11553,0
11554,0
11555,0
11556,0
11557,0
11558,0
11559,0
11560,0
11561,0
11562,0
11563,0
11564,0
11565,0
11566,0
11567,0
11568,0
11569,0
11570,0
11571,0
11572,0
11573,0
11574,0
11575,0
11576,0
11577,0
11578,0
11579,0
11580,0
11581,0
11582,0
11583,0
11584,0
11585,0
11586,0
11587,0
11588,0
11589,0
11590,0
11591,0
11592,0
11593,0
11594,0
11595,0
11596,0
11597,0
11598,0
11599,0
11600,0
11601,0
11602,0
11603,0
11604,0
11605,0
11606,0
11607,0
11608,0
11609,0
11610,0
11611,0
11612,0
11613,0
11614,0
11615,0
11616,0
11617,0
11618,0
11619,0
11620,0
11621,0
11622,0
11623,0
11624,0
11625,0
11626,0
11627,0
11628,0
11629,0
11630,0
11631,0
11632,0
11633,0
11634,0
11635,0
11636,0
11637,0
11638,0
11639,0
11640,0
11641,0
11642,0
11643,0
11644,0
11645,0
11646,0
11647,0
11648,0
11649,0
11650,0
11651,0
11652,0
11653,0
11654,0
11655,0
11656,0
11657,0
11658,0
11659,0
11660,0
11661,0
11662,0
11663,0
11664,0
11665,0
11666,0
11667,0
11668,0
11669,0
11670,0
11671,0
11672,0
11673,0
11674,0
11675,0
11676,0
11677,0
11678,0
11679,0
11680,0
11681,0
11682,0
11683,0
11684,0
11685,0
11686,0
11687,0
11688,0
11689,0
11690,0
11691,0
11692,0
11693,0
11694,0
11695,0
11696,0
11697,0
11698,0
11699,0
11700,0
11701,0
11702,0
11703,0
11704,0
11705,0
11706,0
11707,0
11708,0
11709,0
11710,0
11711,0
11712,0
11713,0
11714,0
11715,0
11716,0
11717,0
11718,0
11719,0
11720,0
11721,0
11722,0
11723,0
11724,0
11725,0
11726,0
11727,0
11728,0
11729,0
11730,0
11731,0
11732,0
11733,0
11734,0
11735,0
11736,0
11737,0
11738,0
11739,0
11740,0
11741,0
11742,0
11743,0
11744,0
11745,0
11746,0
11747,0
11748,0
11749,0
11750,0
11751,0
11752,0
11753,0
11754,0
11755,0
11756,0
11757,0
11758,0
11759,0
11760,0
11761,0
11762,0
11763,0
11764,0
11765,0
11766,0
11767,0
11768,0
11769,0
11770,0
11771,0
11772,0
11773,0
11774,0
11775,0
11776,0
11777,0
11778,0
11779,0
11780,0
11781,0
11782,0
11783,0
11784,0
11785,0
11786,0
11787,0
11788,0
11789,0
11790,0
11791,0
11792,0
11793,0
11794,0
11795,0
11796,0
11797,0
11798,0
11799,0
11800,0
11801,0
11802,0
11803,0
11804,0
11805,0
11806,0
11807,0
11808,0
11809,0
11810,0
11811,0
11812,0
11813,0
11814,0
11815,0
11816,0
11817,0
11818,0
11819,0
11820,0
11821,0
11822,0
11823,0
11824,0
11825,0
11826,0
11827,0
11828,0
11829,0
11830,0
11831,0
11832,0
11833,0
11834,0
11835,0
11836,0
11837,0
11838,0
11839,0
11840,0
11841,0
11842,0
11843,0
11844,0
11845,0
11846,0
11847,0
11848,0
11849,0
11850,0
11851,0
11852,0
11853,0
11854,0
11855,0
11856,0
11857,0
11858,0
11859,0
11860,0
11861,0
11862,0
11863,0
11864,0
11865,0
11866,0
11867,0
11868,0
11869,0
11870,0
11871,0
11872,0
11873,0
11874,0
11875,0
11876,0
11877,0
11878,0
11879,0
11880,0
11881,0
11882,0
11883,0
11884,0
11885,0
11886,0
11887,0
11888,0
11889,0
11890,0
11891,0
11892,0
11893,0
11894,0
11895,0
11896,0
11897,0
11898,0
11899,0
11900,0
11901,0
11902,0
11903,0
11904,0
11905,0
11906,0
11907,0
11908,0
11909,0
11910,0
11911,0
11912,0
11913,0
11914,0
11915,0
11916,0
11917,0
11918,0
11919,0
11920,0
11921,0
11922,0
11923,0
11924,0
11925,0
11926,0
11927,0
11928,0
11929,0
11930,0
11931,0
11932,0
11933,0
11934,0
11935,0
11936,0
11937,0
11938,0
11939,0
11940,0
11941,0
11942,0
11943,0
11944,0
11945,0
11946,0
11947,0
11948,0
11949,0
11950,0
11951,0
11952,0
11953,0
11954,0
11955,0
11956,0
11957,0
11958,0
11959,0
11960,0
11961,0
11962,0
11963,0
11964,0
11965,0
11966,0
11967,0
11968,0
11969,0
11970,0
11971,0
11972,0
11973,0
11974,0
11975,0
11976,0
11977,0
11978,0
11979,0
11980,0
11981,0
11982,0
11983,0
11984,0
11985,0
11986,0
11987,0
11988,0
11989,0
11990,0
11991,0
11992,0
11993,0
11994,0
11995,0
11996,0
11997,0
11998,0
11999,0
12000,0
12001,0
12002,0
12003,0
12004,0
12005,0
12006,0
12007,0
12008,0
12009,0
12010,0
12011,0
12012,0
12013,0
12014,0
12015,0
12016,0
12017,0
12018,0
12019,0
12020,0
12021,0
12022,0
12023,0
12024,0
12025,0
12026,0
12027,0
12028,0
12029,0
12030,0
12031,0
12032,0
12033,0
12034,0
12035,0
12036,0
12037,0
12038,0
12039,0
12040,0
12041,0
12042,0
12043,0
12044,0
12045,0
12046,0
12047,0
12048,0
12049,0
12050,0
12051,0
12052,0
12053,0
12054,0
12055,0
12056,0
12057,0
12058,0
12059,0
12060,0
12061,0
12062,0
12063,0
12064,0
12065,0
12066,0
12067,0
12068,0
12069,0
12070,0
12071,0
12072,0
12073,0
12074,0
12075,0
12076,0
12077,0
12078,0
12079,0
12080,0
12081,0
12082,0
12083,0
12084,0
12085,0
12086,0
12087,0
12088,0
12089,0
12090,0
12091,0
12092,0
12093,0
12094,0
12095,0
12096,0
12097,0
12098,0
12099,0
12100,0
12101,0
12102,0
12103,0
12104,0
12105,0
12106,0
12107,0
12108,0
12109,0
12110,0
12111,0
12112,0
12113,0
12114,0
12115,0
12116,0
12117,0
12118,0
12119,0
12120,0
12121,0
12122,0
12123,0
12124,100
12125,100
12126,100
12127,100
12128,100
12129,105
12130,105
12131,105
12132,97
12133,97
12134,87
12135,75
12136,88
12137,88
12138,88
12139,85
12140,85
12141,85
12142,85
12143,85
12144,85
12145,85
12146,85
12147,85
12148,71
12149,71
12150,71
12151,71
12152,71
12153,71
12154,74
12155,74
12156,74
12157,79
12158,77
12159,77
12160,77
12161,76
12162,76
12163,76
12164,76
12165,76
12166,76
12167,99
12168,99
12169,99
12170,99
12171,99
12172,102
12173,102
12174,102
12175,102
12176,102
12177,102
12178,102
12179,102
12180,110
12181,110
12182,110
12183,112
12184,115
12185,115
12186,115
12187,113
12188,107
12189,107
12190,107
12191,107
12192,102
12193,102
12194,102
12195,102
12196,102
12197,102
12198,99
12199,99
12200,99
12201,99
12202,99
12203,99
12204,99
12205,99
12206,99
12207,99
12208,99
12209,99
12210,99
12211,99
12212,99
12213,99
12214,96
12215,96
12216,96
12217,96
12218,96
12219,96
12220,96
12221,96
12222,96
12223,91
12224,91
12225,91
12226,91
12227,91
12228,86
12229,86
12230,88
12231,88
12232,88
12233,75
12234,75
12235,75
12236,75
12237,75
12238,75
12239,75
12240,75
12241,75
12242,75
12243,75
12244,75
12245,75
12246,75
12247,75
12248,72
12249,72
12250,72
12251,67
12252,67
12253,67
12254,67
12255,67
12256,67
12257,67
12258,72
12259,72
12260,72
12261,49
12262,49
12263,49
12264,49
12265,49
12266,46
12267,46
12268,46
12269,46
12270,46
12271,46
12272,24
12273,24
12274,24
12275,24
12276,24
12277,24
12278,24
12279,24
12280,24
12281,20
12282,20
12283,20
12284,20
12285,20
12286,20
12287,20
12288,20
12289,20
12290,20
12291,20
12292,20
12293,20
12294,21
12295,21
12296,21
12297,21
12298,21
12299,21
12300,21
12301,21
12302,21
12303,21
12304,21
12305,21
12306,21
12307,21
12308,21
12309,21
12310,21
12311,21
12312,21
12313,21
12314,21
12315,21
12316,21
12317,21
12318,21
12319,21
12320,21
12321,21
12322,21
12323,21
12324,6
12325,6
12326,6
12327,6
12328,6
12329,6
12330,6
12331,6
12332,11
12333,11
12334,11
12335,11
12336,20
12337,20
12338,20
12339,20
12340,20
12341,20
12342,20
12343,20
12344,20
12345,20
12346,20
12347,20
12348,20
12349,20
12350,20
12351,20
12352,15
12353,15
12354,15
12355,15
12356,15
12357,15
12358,15
12359,15
12360,15
12361,15
12362,15
12363,15
12364,15
12365,15
12366,15
12367,15
12368,18
12369,18
12370,18
12371,18
12372,18
12373,18
12374,18
12375,18
12376,18
12377,18
12378,18
12379,18
12380,18
12381,18
12382,18
12383,18
12384,18
12385,18
12386,18
12387,18
12388,17
12389,17
12390,17
12391,17
12392,17
12393,17
12394,17
12395,17
12396,30
12397,30
12398,30
12399,30
12400,30
12401,30
12402,30
12403,30
12404,31
12405,31
12406,31
12407,31
12408,31
12409,31
12410,31
12411,31
12412,31
12413,31
12414,31
12415,33
12416,33
12417,33
12418,33
12419,33
12420,33
12421,33
12422,33
12423,33
12424,33
12425,33
12426,28
12427,28
12428,28
12429,28
12430,19
12431,19
12432,19
12433,19
12434,19
12435,19
12436,19
12437,19
12438,19
12439,19
12440,19
12441,19
12442,19
12443,19
12444,19
12445,19
12446,19
12447,19
12448,19
12449,19
12450,19
12451,19
12452,19
12453,19
12454,19
12455,19
12456,19
12457,19
12458,19
12459,19
12460,19
12461,19
12462,16
12463,16
12464,16
12465,16
12466,16
12467,16
12468,16
12469,16
12470,16
12471,16
12472,16
12473,16
12474,16
12475,16
12476,16
12477,17
12478,17
12479,17
12480,17
12481,17
12482,17
12483,17
12484,17
12485,17
12486,17
12487,22
12488,22
12489,22
12490,9
12491,9
12492,9
12493,9
12494,9
12495,9
12496,9
12497,9
12498,8
12499,8
12500,8
12501,8
12502,8
12503,8
12504,8
12505,8
12506,8
12507,8
12508,8
12509,6
12510,6
12511,6
12512,6
12513,6
12514,6
12515,6
12516,6
12517,6
12518,6
12519,6
12520,6
12521,6
12522,6
12523,6
12524,6
12525,6
12526,6
12527,6
12528,12
12529,12
12530,12
12531,12
12532,12
12533,12
12534,12
12535,12
12536,12
12537,12
12538,12
12539,12
12540,12
12541,12
12542,12
12543,12
12544,12
12545,12
12546,12
12547,12
12548,12
12549,12
12550,12
12551,12
12552,12
12553,12
12554,12
12555,12
12556,12
12557,12
12558,12
12559,12
12560,12
12561,12
12562,12
12563,12
12564,12
12565,12
12566,12
12567,12
12568,12
12569,12
12570,12
12571,13
12572,13
12573,13
12574,13
12575,13
12576,13
12577,13
12578,13
12579,13
12580,13
12581,8
12582,8
12583,8
12584,8
12585,8
12586,8
12587,8
12588,8
12589,8
12590,8
12591,8
12592,8
12593,8
12594,8
12595,8
12596,8
12597,8
12598,8
12599,8
12600,8
12601,8
12602,8
12603,8
12604,8
12605,8
12606,8
12607,8
12608,8
12609,8
12610,8
12611,8
12612,8
12613,8
12614,8
12615,8
12616,8
12617,8
12618,8
12619,8
12620,8
12621,8
12622,2
12623,2
12624,2
12625,2
12626,2
12627,2
12628,2
12629,2
12630,2
12631,2
12632,2
12633,2
12634,2
12635,2
12636,2
12637,2
12638,2
12639,2
12640,2
12641,2
12642,2
12643,2
12644,2
12645,2
12646,2
12647,2
12648,2
12649,2
12650,4
12651,4
12652,4
12653,4
12654,5
12655,5
12656,5
12657,5
12658,5
12659,5
12660,5
12661,5
12662,5
12663,5
12664,5
12665,3
12666,3
12667,3
12668,3
12669,3
12670,3
12671,3
12672,3
12673,3
12674,3
12675,3
12676,3
12677,3
12678,3
12679,3
12680,3
12681,3
12682,3
12683,3
12684,3
12685,3
12686,3
12687,3
12688,3
12689,3
12690,3
12691,3
12692,3
12693,3
12694,3
12695,3
12696,3
12697,3
12698,3
12699,3
12700,3
12701,4
12702,4
12703,4
12704,4
12705,4
12706,4
12707,4
12708,4
12709,4
12710,4
12711,18
12712,18
12713,18
12714,18
12715,18
12716,18
12717,18
12718,18
12719,18
12720,18
12721,18
12722,18
12723,18
12724,18
12725,18
12726,18
12727,18
12728,18
12729,18
12730,18
12731,18
12732,18
12733,18
12734,18
12735,18
12736,18
12737,18
12738,18
12739,18
12740,18
12741,18
12742,18
12743,18
12744,15
12745,15
12746,15
12747,15
12748,15
12749,15
12750,15
12751,15
12752,15
12753,15
12754,15
12755,15
12756,15
12757,15
12758,15
12759,24
12760,24
12761,24
12762,24
12763,24
12764,24
12765,24
12766,24
12767,24
12768,24
12769,24
12770,24
12771,24
12772,24
12773,24
12774,24
12775,24
12776,24
12777,24
12778,24
12779,24
12780,24
12781,24
12782,24
12783,24
12784,24
12785,24
12786,24
12787,24
12788,24
12789,24
12790,24
12791,24
12792,24
12793,24
12794,24
12795,23
12796,23
12797,23
12798,23
12799,23
12800,23
12801,23
12802,23
12803,23
12804,23
12805,9
12806,9
12807,9
12808,9
12809,9
12810,21
12811,21
12812,21
12813,21
12814,21
12815,21
12816,21
12817,21
12818,21
12819,21
12820,21
12821,21
12822,21
12823,21
12824,21
12825,21
12826,21
12827,21
12828,21
12829,21
12830,21
12831,24
12832,24
12833,24
12834,24
12835,24
12836,24
12837,24
12838,24
12839,24
12840,24
12841,24
12842,24
12843,24
12844,24
12845,24
12846,24
12847,24
12848,24
12849,24
12850,24
12851,24
12852,24
12853,15
12854,15
12855,15
12856,15
12857,15
12858,15
12859,15
12860,15
12861,15
12862,15
12863,15
12864,15
12865,15
12866,15
12867,15
12868,15
12869,38
12870,38
12871,43
12872,43
12873,43
12874,43
12875,43
12876,43
12877,43
12878,43
12879,43
12880,43
12881,43
12882,43
12883,43
12884,43
12885,43
12886,43
12887,43
12888,43
12889,43
12890,43
12891,43
12892,43
12893,43
12894,43
12895,43
12896,43
12897,43
12898,43
12899,43
12900,43
12901,43
12902,43
12903,43
12904,31
12905,31
12906,31
12907,31
12908,31
12909,31
12910,31
12911,31
12912,31
12913,31
12914,31
12915,31
12916,31
12917,31
12918,31
12919,31
12920,31
12921,31
12922,31
12923,31
12924,31
12925,28
12926,28
12927,28
12928,28
12929,28
12930,28
12931,29
12932,29
12933,29
12934,29
12935,29
12936,29
12937,29
12938,29
12939,29
12940,29
12941,29
12942,29
12943,33
12944,37
12945,37
12946,37
12947,37
12948,37
12949,37
12950,37
12951,37
12952,37
12953,37
12954,37
12955,37
12956,47
12957,47
12958,47
12959,47
12960,47
12961,47
12962,48
12963,25
12964,25
12965,20
12966,20
12967,20
12968,20
12969,20
12970,20
12971,20
12972,20
12973,20
12974,20
12975,20
12976,31
12977,31
12978,31
12979,31
12980,31
12981,31
12982,31
12983,31
12984,31
12985,31
12986,31
12987,31
12988,31
12989,31
12990,31
12991,31
12992,31
12993,31
12994,40
12995,40
12996,40
12997,40
12998,40
12999,40
13000,40
13001,40
13002,41
13003,41
13004,41
13005,41
13006,41
13007,77
13008,79
13009,79
13010,79
13011,79
13012,79
13013,79
13014,79
13015,81
13016,81
13017,109
13018,109
13019,109
13020,109
13021,109
13022,109
13023,109
13024,109
13025,108
13026,108
13027,108
13028,108
13029,108
13030,108
13031,108
13032,108
13033,123
13034,123
13035,152
13036,152
13037,148
13038,144
13039,144
13040,144
13041,144
13042,144
13043,144
13044,144
13045,143
13046,143
13047,154
13048,154
13049,154
13050,144
13051,144
13052,144
13053,144
13054,144
13055,144
13056,144
13057,144
13058,144
13059,144
13060,148
13061,148
13062,148
13063,148
13064,148
13065,148
13066,148
13067,148
13068,151
13069,151
13070,140
13071,140
13072,140
13073,140
13074,140
13075,151
13076,155
13077,155
13078,159
13079,159
13080,159
13081,159
13082,159
13083,159
13084,159
13085,159
13086,159
13087,159
13088,150
13089,150
13090,150
13091,150
13092,150
13093,150
13094,150
13095,150
13096,149
13097,149
13098,149
13099,149
13100,149
13101,113
13102,111
13103,111
13104,111
13105,118
13106,118
13107,118
13108,118
13109,116
13110,116
13111,94
13112,95
13113,95
13114,95
13115,121
13116,121
13117,121
13118,121
13119,121
13120,121
13121,121
13122,121
13123,121
13124,121
13125,129
13126,129
13127,114
13128,114
13129,85
13130,87
13131,87
13132,87
13133,90
13134,90
13135,90
13136,90
13137,90
13138,90
13139,90
13140,90
13141,79
13142,79
13143,79
13144,79
13145,79
13146,79
13147,79
13148,79
13149,86
13150,88
13151,88
13152,88
13153,88
13154,84
13155,84
13156,84
13157,84
13158,84
13159,91
13160,98
13161,98
13162,95
13163,95
13164,95
13165,95
13166,95
13167,95
13168,99
13169,88
13170,84
13171,84
13172,80
13173,81
13174,84
13175,84
13176,108
13177,108
13178,108
13179,108
13180,108
13181,108
13182,108
13183,108
13184,115
13185,115
13186,115
13187,115
13188,115
13189,118
13190,119
13191,119
13192,132
13193,132
13194,132
13195,132
13196,132
13197,125
13198,128
13199,128
13200,128
13201,132
13202,132
13203,157
13204,160
13205,166
13206,165
13207,165
13208,165
13209,139
13210,139
13211,139
13212,139
13213,139
13214,139
13215,162
13216,163
13217,165
13218,165
13219,157
13220,160
13221,166
13222,166
13223,167
13224,165
13225,184
13226,184
13227,181
13228,181
13229,181
13230,181
13231,181
13232,199
13233,199
13234,199
13235,199
13236,199
13237,199
13238,199
13239,199
13240,199
13241,199
13242,199
13243,192
13244,190
13245,194
13246,194
13247,194
13248,194
13249,198
13250,209
13251,219
13252,224
13253,217
13254,210
13255,210
13256,221
13257,221
13258,221
13259,221
13260,221
13261,238
13262,234
13263,234
13264,234
13265,234
13266,245
13267,244
13268,261
13269,262
13270,243
13271,243
13272,243
13273,243
13274,243
13275,243
13276,244
13277,244
13278,253
13279,255
13280,256
13281,268
13282,276
13283,273
13284,279
13285,279
13286,266
13287,271
13288,283
13289,323
13290,320
13291,320
13292,320
13293,320
13294,320
13295,316
13296,318
13297,293
13298,290
13299,278
13300,278
13301,288
13302,288
13303,288
13304,288
13305,288
13306,289
13307,289
13308,289
13309,266
13310,267
13311,266
